,News Org,Date,Tweet,Compound,Positive,Negative,Neutral,Tweets Ago
262,Fox,Sun Jan 07 23:11:00 +0000 2018,Antifa member ordered to pay legal fees of Berkeley conservative over attempted restraining order https://t.co/2boASDxYcv,0.0258,0.094,0.818,0.088,63
263,Fox,Sun Jan 07 23:10:00 +0000 2018,"OPINION: Pot is dangerous, not funny -- a doctor tells us why https://t.co/AD8qDFTpzW",-0.6711,0.0,0.645,0.355,64
264,Fox,Sun Jan 07 23:03:00 +0000 2018,#GameofThrones actor Kit Harington kicked out of NYC bar https://t.co/NLxWKkgg2k,0.0,0.0,1.0,0.0,65
265,Fox,Sun Jan 07 23:00:01 +0000 2018,.@HeyTammyBruce: 'Fake but important' Trump book proves liberals don't care about the truth         https://t.co/P3nDYCY7L2,-0.088,0.249,0.484,0.266,66
266,Fox,Sun Jan 07 22:55:06 +0000 2018,".@TomFitton: ""If it's a serious investigation, Mrs. Clinton needs to take some legal counsel and take this more ser… https://t.co/K4LZqQupgT",0.0516,0.076,0.859,0.066,67
267,Fox,Sun Jan 07 22:54:04 +0000 2018,".@PMorici1: ""The bottom line here is American companies are doing better since Mr. Trump won the election. They're… https://t.co/aiKKAuJ4up",0.765,0.28,0.72,0.0,68
268,Fox,Sun Jan 07 22:51:01 +0000 2018,".@POTUS, yesterday, on Michael Wolff: ""I never interviewed with him in the @WhiteHouse at all. He was never in the… https://t.co/HZA6ece644",0.0,0.0,1.0,0.0,69
269,Fox,Sun Jan 07 22:48:04 +0000 2018,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",-0.4404,0.0,0.734,0.266,70
270,Fox,Sun Jan 07 22:46:21 +0000 2018,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ,-0.4588,0.0,0.769,0.231,71
271,Fox,Sun Jan 07 22:46:06 +0000 2018,RT @foxnewspolitics: Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling flies off the rails    https://t.co/nwHmPxLnrj,0.0,0.0,1.0,0.0,72
272,Fox,Sun Jan 07 22:45:07 +0000 2018,".@POTUS: ""We also obviously went into budgets, and we went into DACA... and we hope that we're going to work out an… https://t.co/Sg90O6ZkOy",0.4404,0.116,0.884,0.0,73
273,Fox,Sun Jan 07 22:41:57 +0000 2018,"NFL’s Roger Goodell not worried about TV ratings despite backlash over kneeling, concussions
   https://t.co/KGMbpXQI2m",0.2235,0.127,0.873,0.0,74
274,Fox,Sun Jan 07 22:41:53 +0000 2018,Mysterious x-ray emission may reveal nature of dark matter https://t.co/LxPOzaFZdM,0.0258,0.109,0.891,0.0,75
275,Fox,Sun Jan 07 22:35:21 +0000 2018,"RT @EricShawnTV: I anchor at 6 pm ET @FoxNews: The #WhiteHouse: @POTUS @realDonaldTrump and Macron say #Tehran uses #Iran's ""wealth to fund…",0.4939,0.144,0.856,0.0,76
276,Fox,Sun Jan 07 22:30:18 +0000 2018,"Boston firefighters battle fire, ice during blaze as deep freeze set to end https://t.co/b2rD9DqKrb",-0.5859,0.07,0.64,0.291,77
277,Fox,Sun Jan 07 22:22:20 +0000 2018,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/lTzWMDHJdR",0.0,0.0,1.0,0.0,78
278,Fox,Sun Jan 07 22:21:53 +0000 2018,"'Jumanji,' shockingly topples 'Star Wars: The Last Jedi' at the box office https://t.co/uBc8oYLqkW",-0.6486,0.0,0.675,0.325,79
279,Fox,Sun Jan 07 22:16:55 +0000 2018,Christians in Egypt celebrate Christmas after year marred by violence - via @christocarbone    https://t.co/ZGewkfCTgn,-0.1027,0.197,0.585,0.218,80
280,Fox,Sun Jan 07 22:11:07 +0000 2018,"'Mad Pooper' copycat makes 'vile' mess in driveway, Arkansas woman says https://t.co/MKBlcg4NIb",-0.6908,0.0,0.637,0.363,81
281,Fox,Sun Jan 07 22:07:06 +0000 2018,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/VoHxXFWJbO",0.7096,0.258,0.742,0.0,82
282,Fox,Sun Jan 07 22:05:03 +0000 2018,".@AlanDersh: ""How dare liberals - people on the left - try to undo democracy by accusing a president of being menta… https://t.co/gH1oC8mjtQ",-0.1779,0.0,0.914,0.086,83
283,Fox,Sun Jan 07 22:04:54 +0000 2018,"Betty White, 95, speaks about longevity, vodka and hot dogs https://t.co/gwpVS4FrTD",0.0,0.0,1.0,0.0,84
284,Fox,Sun Jan 07 22:01:27 +0000 2018,"This morning on @foxandfriends, @LisaMarieBoothe discussed @TheDemocrats' recent approach to the issue of illegal i… https://t.co/40pCgCDbp7",-0.5574,0.0,0.806,0.194,85
285,Fox,Sun Jan 07 21:57:01 +0000 2018,"Trump: 'Fire and Fury' is 'fake book,' Camp David meeting 'great' https://t.co/xUynU7KjPq",-0.8481,0.0,0.495,0.505,86
286,Fox,Sun Jan 07 21:54:42 +0000 2018,"Capt. Bob Wells on Olympic discussions between NoKo, SoKo: ""Anything that begins a process to essentially address n… https://t.co/wJYM3u9LES",0.25,0.105,0.895,0.0,87
287,Fox,Sun Jan 07 21:53:01 +0000 2018,".@VP: ""Rebuilding our military. Supporting law enforcement. Historic regulatory reform."" https://t.co/0AqYKEDrqP",0.4404,0.225,0.775,0.0,88
288,Fox,Sun Jan 07 21:52:36 +0000 2018,".@KevinJacksonTBS: ""[Barack Obama] lost 17,000 manufacturing jobs in the last year of his presidency, and President… https://t.co/2u89FuD9JI",-0.3182,0.0,0.874,0.126,89
289,Fox,Sun Jan 07 21:51:02 +0000 2018,".@POTUS, yesterday: ""There's been no collusion between us and the Russians. Now there has been collusion between… https://t.co/5G5UH1NnOH",-0.296,0.0,0.885,0.115,90
290,Fox,Sun Jan 07 21:49:25 +0000 2018,"RT @FoxBusiness: .@mattgaetz on if DOJ and FBI refuse to comply with a subpoena issued by Congress to turn over documents: ""People at the h…",-0.296,0.0,0.913,0.087,91
291,Fox,Sun Jan 07 21:42:03 +0000 2018,"UNICEF using biased information to blacklist Israel military, critics say https://t.co/ASIbxG4yim",-0.5106,0.0,0.677,0.323,92
292,Fox,Sun Jan 07 21:40:58 +0000 2018,Office of @PressSec: Readout of @POTUS’s Call with President @EmmanuelMacron of France. https://t.co/s6jQNNWufO,0.0,0.0,1.0,0.0,93
293,Fox,Sun Jan 07 21:36:43 +0000 2018,"Chris Christie thinks he'd be president if Trump hadn't run, report says https://t.co/zxfuBTV4YW",0.0,0.0,1.0,0.0,94
294,Fox,Sun Jan 07 21:33:03 +0000 2018,".@SenateMajLdr: ""From a right-of-center point of view, 2017 was the most consequential year in the many years that… https://t.co/UEvnPqRMW4",0.0,0.0,1.0,0.0,95
295,Fox,Sun Jan 07 21:28:03 +0000 2018,".@eScarry on #Trump border plan: ""Democrats are banking on the idea that they don't have very much incentive to be… https://t.co/2Nse2DfVok",0.4173,0.122,0.878,0.0,96
296,Fox,Sun Jan 07 21:21:30 +0000 2018,"In an interview with @njdotcom, @ChrisChristie said that had @realDonaldTrump not run in the 2016 GOP presidential… https://t.co/3TJmcWEnjb",0.0,0.0,1.0,0.0,97
297,Fox,Sun Jan 07 21:13:04 +0000 2018,Mississippi woman bags deer ahead of her 100th birthday https://t.co/YbPZGpZheh,0.0,0.0,1.0,0.0,98
298,Fox,Sun Jan 07 21:09:19 +0000 2018,"On @foxandfriends​, @LawrenceBJones3 slammed Democrats and liberal politicians who he says aren't putting Americans… https://t.co/EwKWxn9Wkk",0.0,0.0,1.0,0.0,99
299,Fox,Sun Jan 07 20:57:59 +0000 2018,JFK Airport water main break forces terminal evacuation amid massive delays https://t.co/AONLLQl98D,0.0,0.0,1.0,0.0,100
300,CBS,Mon Jan 08 00:29:51 +0000 2018,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,0.0,0.0,1.0,0.0,1
301,CBS,Sat Jan 06 20:05:17 +0000 2018,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",0.0,0.0,1.0,0.0,2
302,CBS,Sat Jan 06 19:04:08 +0000 2018,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,0.8271,0.314,0.686,0.0,3
303,CBS,Sat Jan 06 19:03:38 +0000 2018,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,-0.7717,0.0,0.774,0.226,4
304,CBS,Sat Jan 06 00:37:55 +0000 2018,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",0.0,0.0,1.0,0.0,5
305,CBS,Sat Jan 06 00:30:53 +0000 2018,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,0.0,0.0,1.0,0.0,6
306,CBS,Fri Jan 05 18:30:42 +0000 2018,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",0.0,0.0,1.0,0.0,7
307,CBS,Fri Jan 05 16:05:58 +0000 2018,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",0.0,0.0,1.0,0.0,8
308,CBS,Thu Jan 04 23:13:02 +0000 2018,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",0.1867,0.11,0.89,0.0,9
309,CBS,Thu Jan 04 14:43:09 +0000 2018,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",-0.296,0.0,0.879,0.121,10
310,CBS,Wed Jan 03 20:33:09 +0000 2018,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",0.5423,0.179,0.821,0.0,11
311,CBS,Wed Jan 03 19:51:15 +0000 2018,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,-0.5267,0.0,0.833,0.167,12
312,CBS,Wed Jan 03 15:00:05 +0000 2018,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,0.5423,0.143,0.857,0.0,13
313,CBS,Wed Jan 03 12:00:01 +0000 2018,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",0.0,0.0,1.0,0.0,14
314,CBS,Wed Jan 03 00:47:26 +0000 2018,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",-0.7692,0.0,0.733,0.267,15
315,CBS,Tue Jan 02 22:41:51 +0000 2018,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,0.8516,0.34,0.66,0.0,16
316,CBS,Tue Jan 02 08:00:03 +0000 2018,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",0.0,0.0,1.0,0.0,17
317,CBS,Mon Jan 01 01:16:12 +0000 2018,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",0.0,0.0,1.0,0.0,18
318,CBS,Sun Dec 31 14:37:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,0.7798,0.264,0.736,0.0,19
319,CBS,Sat Dec 30 20:25:20 +0000 2017,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",0.0,0.0,1.0,0.0,20
320,CBS,Sat Dec 30 20:24:58 +0000 2017,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,0.3612,0.116,0.884,0.0,21
321,CBS,Fri Dec 29 16:06:02 +0000 2017,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,0.0857,0.157,0.699,0.144,22
322,CBS,Thu Dec 28 20:31:01 +0000 2017,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",0.1511,0.121,0.783,0.096,23
323,CBS,Thu Dec 28 19:28:22 +0000 2017,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,0.0,0.0,1.0,0.0,24
324,CBS,Wed Dec 27 22:45:05 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,0.875,0.357,0.643,0.0,25
325,CBS,Wed Dec 27 21:04:10 +0000 2017,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",0.7717,0.295,0.705,0.0,26
326,CBS,Wed Dec 27 19:52:02 +0000 2017,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,0.8452,0.337,0.663,0.0,27
327,CBS,Wed Dec 27 19:40:34 +0000 2017,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",0.0,0.0,1.0,0.0,28
328,CBS,Wed Dec 27 12:00:01 +0000 2017,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",0.7003,0.234,0.766,0.0,29
329,CBS,Wed Dec 27 07:27:33 +0000 2017,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,0.8398,0.36,0.64,0.0,30
330,CBS,Wed Dec 27 04:00:52 +0000 2017,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,0.8221,0.336,0.664,0.0,31
331,CBS,Wed Dec 27 03:59:48 +0000 2017,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,0.0,0.0,1.0,0.0,32
332,CBS,Wed Dec 27 03:36:01 +0000 2017,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,0.8271,0.42,0.58,0.0,33
333,CBS,Wed Dec 27 03:03:49 +0000 2017,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,0.0,0.0,1.0,0.0,34
334,CBS,Wed Dec 27 03:03:26 +0000 2017,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,0.5255,0.22,0.78,0.0,35
335,CBS,Wed Dec 27 02:57:56 +0000 2017,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,0.7096,0.247,0.753,0.0,36
336,CBS,Wed Dec 27 02:48:52 +0000 2017,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,0.7345,0.36,0.64,0.0,37
337,CBS,Wed Dec 27 02:45:34 +0000 2017,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,0.6124,0.174,0.826,0.0,38
338,CBS,Wed Dec 27 02:28:07 +0000 2017,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,0.3699,0.298,0.702,0.0,39
339,CBS,Wed Dec 27 02:26:46 +0000 2017,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,0.8748,0.526,0.474,0.0,40
340,CBS,Wed Dec 27 02:20:11 +0000 2017,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,0.9601,0.566,0.434,0.0,41
341,CBS,Wed Dec 27 02:00:29 +0000 2017,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,0.8908,0.346,0.654,0.0,42
342,CBS,Wed Dec 27 01:08:32 +0000 2017,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",0.0,0.0,1.0,0.0,43
343,CBS,Tue Dec 26 12:00:01 +0000 2017,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",0.2415,0.218,0.61,0.173,44
344,CBS,Mon Dec 25 12:00:05 +0000 2017,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",0.5106,0.191,0.809,0.0,45
345,CBS,Mon Dec 25 00:48:24 +0000 2017,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",-0.2263,0.0,0.899,0.101,46
346,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",0.7574,0.289,0.711,0.0,47
347,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,0.7974,0.273,0.727,0.0,48
348,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",0.0,0.0,1.0,0.0,49
349,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",0.0,0.0,1.0,0.0,50
350,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",0.8236,0.286,0.714,0.0,51
351,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,0.7712,0.355,0.645,0.0,52
352,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,0.743,0.311,0.583,0.107,53
353,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,0.8687,0.365,0.635,0.0,54
354,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",-0.1531,0.104,0.769,0.127,55
355,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,0.9422,0.469,0.531,0.0,56
356,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",0.6588,0.241,0.759,0.0,57
357,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",0.6597,0.278,0.722,0.0,58
358,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,0.5255,0.159,0.841,0.0,59
359,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",0.8718,0.368,0.632,0.0,60
360,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",0.6597,0.213,0.787,0.0,61
361,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,0.3818,0.157,0.843,0.0,62
362,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",0.743,0.249,0.751,0.0,63
363,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,0.7222,0.281,0.719,0.0,64
364,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,0.0,0.0,1.0,0.0,65
365,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,0.5423,0.143,0.857,0.0,66
366,CBS,Wed Dec 20 01:01:19 +0000 2017,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,0.1139,0.059,0.941,0.0,67
367,CBS,Wed Dec 20 00:14:34 +0000 2017,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",0.7644,0.292,0.708,0.0,68
368,CBS,Tue Dec 19 21:12:50 +0000 2017,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,0.0,0.0,1.0,0.0,69
369,CBS,Tue Dec 19 21:00:03 +0000 2017,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",0.3818,0.148,0.852,0.0,70
370,CBS,Tue Dec 19 15:30:04 +0000 2017,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",0.5719,0.209,0.791,0.0,71
371,CBS,Tue Dec 19 14:42:58 +0000 2017,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",0.0,0.0,1.0,0.0,72
372,CBS,Tue Dec 19 00:39:07 +0000 2017,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",0.6808,0.286,0.714,0.0,73
373,CBS,Mon Dec 18 22:53:34 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,0.875,0.357,0.643,0.0,74
374,CBS,Mon Dec 18 21:32:25 +0000 2017,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",0.8957,0.495,0.505,0.0,75
375,CBS,Mon Dec 18 18:40:55 +0000 2017,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",0.7569,0.288,0.712,0.0,76
376,CBS,Mon Dec 18 00:42:56 +0000 2017,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B",0.0,0.0,1.0,0.0,77
377,CBS,Mon Dec 18 00:00:40 +0000 2017,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…",0.5093,0.141,0.859,0.0,78
378,CBS,Sun Dec 17 17:48:58 +0000 2017,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00",0.8527,0.38,0.576,0.044,79
379,CBS,Sun Dec 17 15:39:38 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza,0.7798,0.275,0.725,0.0,80
380,CBS,Sat Dec 16 18:29:05 +0000 2017,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH,0.25,0.125,0.875,0.0,81
