,News Org,Date,Tweet,Compound,Positive,Negative,Neutral,Tweets Ago
381,CBS,Sat Dec 16 12:00:07 +0000 2017,"In less than a week, Lucy and Ricky will return to your screens... in full color! Don't miss two back-to-back episo… https://t.co/rtmvB5Cj1D",0.1867,0.08,0.92,0.0,82
382,CBS,Fri Dec 15 20:23:58 +0000 2017,Do you know all the nominees for Record Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/lXDIu1STfq,0.5423,0.143,0.857,0.0,83
383,CBS,Fri Dec 15 14:43:08 +0000 2017,'Elton John: I'm Still Standing - A GRAMMY® Salute' will celebrate Elton John's legendary career and timeless hits!… https://t.co/6M38jQQpTA,0.6114,0.2,0.8,0.0,84
384,CBS,Thu Dec 14 19:13:25 +0000 2017,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08",0.5106,0.202,0.798,0.0,85
385,CBS,Wed Dec 13 23:20:01 +0000 2017,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26",0.0,0.0,1.0,0.0,86
386,CBS,Wed Dec 13 18:56:58 +0000 2017,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc,0.5093,0.202,0.798,0.0,87
387,CBS,Tue Dec 12 20:34:16 +0000 2017,"RT @thegoodfight: Court is back in session. Season 2 of #TheGoodFight premieres March 4, exclusively on CBS All Access: https://t.co/Niu5a8…",0.0,0.0,1.0,0.0,88
388,CBS,Tue Dec 12 19:04:59 +0000 2017,Only two weeks until The 40th Annual Kennedy Center Honors air on December 26! Look back on four decades of inspiri… https://t.co/z4J8sfs55V,0.5562,0.146,0.854,0.0,89
389,CBS,Tue Dec 12 17:13:52 +0000 2017,"Mark your calendars! The 53rd Academy Of Country Music Awards will air Sunday, April 15 on CBS!… https://t.co/yYPc5rCiMW",0.555,0.174,0.826,0.0,90
390,CBS,Mon Dec 11 21:29:33 +0000 2017,The search is on to find the pro football player with the best off-the-field talent! Vote for your favorite perform… https://t.co/musmVXrRJz,0.8832,0.364,0.636,0.0,91
391,CBS,Mon Dec 11 19:05:21 +0000 2017,RT @MadamSecretary: No D.C. holiday party is complete without some political persuasion and a covert sting to bust a corrupt senator. 🎄⭐️ S…,0.4939,0.211,0.703,0.086,92
392,CBS,Mon Dec 11 00:26:50 +0000 2017,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd",-0.2263,0.0,0.917,0.083,93
393,CBS,Mon Dec 11 00:25:54 +0000 2017,"Due to NFL overrun CBS is delayed 7 mins in the following ET &amp; CT markets Tampa, Chicago, Maryland, Michigan, Wash… https://t.co/driVgCiX7D",-0.2263,0.0,0.913,0.087,94
394,CBS,Sun Dec 10 22:49:02 +0000 2017,"RT @NoActivityCBS: If you want the intel, you get the tickles. 😂 Stream the first 5 episodes of #NoActivity now: https://t.co/Wzq9bVOhGN ht…",0.0772,0.064,0.936,0.0,95
395,CBS,Sun Dec 10 22:48:46 +0000 2017,RT @startrekcbs: .@albinokid and @wcruz73 are breaking new ground in #StarTrekDiscovery. 🏳️‍🌈 Stream chapter 1 on CBS All Access: https://t…,0.0,0.0,1.0,0.0,96
396,CBS,Sat Dec 09 18:24:37 +0000 2017,Don’t miss America’s Game! Stream the Army-Navy game LIVE today at 3PM ET with a FREE trial of #CBSAllAccess:… https://t.co/38udnQj2vs,0.5754,0.189,0.742,0.07,97
397,CBS,Sat Dec 09 01:11:51 +0000 2017,"There's still time before we have to say so long! Catch up with Carol Burnett, her original castmates and special g… https://t.co/WTiK8dzaXO",0.6476,0.209,0.791,0.0,98
398,CBS,Fri Dec 08 23:35:41 +0000 2017,RT @bigbangtheory: It's the biggest best friend breakup of the year... 😱 Stream the latest full episode of #BigBangTheory: https://t.co/iIw…,0.8126,0.303,0.697,0.0,99
399,CNN,Mon Jan 08 05:56:54 +0000 2018,"US President Donald Trump has deleted a Tweet citing his ""consensual presidency"" after the typo was caught by the T… https://t.co/v8U2b4lgvM",0.0,0.0,1.0,0.0,1
400,CNN,Mon Jan 08 05:43:42 +0000 2018,Women take center stage at powerful #GoldenGlobes ceremony https://t.co/tM50pHGwBh https://t.co/nNwRpQcwWJ,0.4215,0.237,0.763,0.0,2
401,CNN,Mon Jan 08 05:39:08 +0000 2018,Oprah Winfrey may have won the Cecil B. DeMille award at the #GoldenGlobes but there is a name she wants you to know https://t.co/AVALpgYy4Q,0.5574,0.18,0.82,0.0,3
402,CNN,Mon Jan 08 05:30:09 +0000 2018,"A group of more than 1,000 women in entertainment, including Reese Witherspoon, Shonda Rhimes and Meryl Streep, hav… https://t.co/sBKbFXlLO0",0.4215,0.141,0.859,0.0,4
403,CNN,Mon Jan 08 05:26:03 +0000 2018,"SpaceX kicked off the new year with a mystery-shrouded mission to deliver a government spacecraft, called Zuma, int… https://t.co/6cuuyR37Kt",0.0,0.0,1.0,0.0,5
404,CNN,Mon Jan 08 05:19:35 +0000 2018,The complete list of all the #GoldenGlobes winners. https://t.co/spNuJIZslr https://t.co/pINBBAO6IW,0.4767,0.256,0.744,0.0,6
405,CNN,Mon Jan 08 05:16:58 +0000 2018,"Israel bars members from 20 groups, which advocate boycotting Israel from entering the country https://t.co/018yiPsueq",-0.4019,0.0,0.838,0.162,7
406,CNN,Mon Jan 08 05:02:11 +0000 2018,Sterling K. Brown makes #GoldenGlobes history as the first black actor to win for his leading performance in a TV d… https://t.co/d6LkZjEx4C,0.5859,0.16,0.84,0.0,8
407,CNN,Mon Jan 08 05:01:51 +0000 2018,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/QXXndYEb7E",0.0,0.0,1.0,0.0,9
408,CNN,Mon Jan 08 04:44:03 +0000 2018,"Oprah Winfrey may have squashed speculation of a potential presidential bid in 2020, but #GoldenGlobes host Seth Me… https://t.co/JSp8DMaWWl",0.0,0.0,1.0,0.0,10
409,CNN,Mon Jan 08 04:30:14 +0000 2018,Ripple's recent price spike has made it the second most valuable cryptocurrency after bitcoin. Here's how it works… https://t.co/guOHyzhCQS,0.5256,0.159,0.841,0.0,11
410,CNN,Mon Jan 08 04:26:19 +0000 2018,Oprah Winfrey became the first black woman to receive the Cecil B. DeMille Award at the #GoldenGlobes and accepted… https://t.co/yCc1F0pf5r,0.5423,0.156,0.844,0.0,12
411,CNN,Mon Jan 08 04:22:12 +0000 2018,Aziz Ansari is the first Asian male actor to win best leading performance in a TV musical or comedy at the… https://t.co/m7iR3aWDmm,0.8885,0.368,0.632,0.0,13
412,CNN,Mon Jan 08 04:20:03 +0000 2018,RT @CNNent: That's a wrap! Thanks for following along with our #GoldenGlobes live blog. https://t.co/Ka6XYBXidk https://t.co/yHeD8tmZsh,0.4926,0.186,0.814,0.0,14
413,CNN,Mon Jan 08 04:15:07 +0000 2018,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut. All 21,00… https://t.co/DWFUUbMKQ6",0.5267,0.215,0.703,0.082,15
414,CNN,Mon Jan 08 04:14:43 +0000 2018,RT @CNNent: In case you missed tonight's theme at the #GoldenGlobes. https://t.co/WkpndcbYHX https://t.co/EhStbCtQAz,-0.296,0.0,0.845,0.155,16
415,CNN,Mon Jan 08 04:10:22 +0000 2018,"RT @CNNent: ""Three Billboards Outside Ebbing, Missouri"" wins Best Motion Picture - Drama. #GoldenGlobes @3billboards
https://t.co/GIwbHVLxY…",0.836,0.378,0.622,0.0,17
416,CNN,Mon Jan 08 04:02:33 +0000 2018,"RT @CNNent: Frances McDormand wins Best Performance by an Actress in a Motion Picture - Drama for @3billboards #GoldenGlobes
https://t.co/Q…",0.836,0.331,0.669,0.0,18
417,CNN,Mon Jan 08 04:00:21 +0000 2018,Trump's first-year jobs record was strong. Just not as strong as Obama's last year. https://t.co/2G2xhYQzFl https://t.co/GIHktn0wkg,0.765,0.32,0.68,0.0,19
418,CNN,Mon Jan 08 03:59:20 +0000 2018,"A night of firsts at the #GoldenGlobes ...

• Sterling K. Brown: first black actor to win for leading performance i… https://t.co/VYDOrS9sz1",0.5859,0.167,0.833,0.0,20
419,CNN,Mon Jan 08 03:56:23 +0000 2018,"RT @CNNent: Gary Oldman wins Best Performance by an Actor in a Motion Picture - Drama for @DarkestHour #GoldenGlobes
https://t.co/BBqlVyg5u…",0.836,0.331,0.669,0.0,21
420,CNN,Mon Jan 08 03:53:12 +0000 2018,"RT @CNNent: Saoirse Ronan wins Best Performance by an Actress in a Motion Picture - Musical or Comedy for @LadyBirdMovie #GoldenGlobes
http…",0.886,0.38,0.62,0.0,22
421,CNN,Mon Jan 08 03:47:25 +0000 2018,"RT @CNNent: .@LadyBirdMovie wins Best Motion Picture - Musical or Comedy. #GoldenGlobes
https://t.co/osMplZhOST https://t.co/ZGKi90V5vu",0.886,0.51,0.49,0.0,23
422,CNN,Mon Jan 08 03:45:10 +0000 2018,RT @CNNent: The #GoldenGlobes continue to make history. Aziz Ansari is the first Asian male actor to win best leading performance in a TV m…,0.8402,0.267,0.733,0.0,24
423,CNN,Mon Jan 08 03:39:03 +0000 2018,"RT @CNNent: ""A new day is on the horizon."" Oprah Winfrey accepts her Cecil B. DeMille Award with a message to the young girls watching. htt…",0.7003,0.201,0.799,0.0,25
424,CNN,Mon Jan 08 03:37:23 +0000 2018,"""There's only one person whose name is a verb, an adjective, and a feeling. And that is Oprah.""

Reese Witherspoon… https://t.co/aUlPB4jIit",0.128,0.077,0.923,0.0,26
425,CNN,Mon Jan 08 03:33:04 +0000 2018,"RT @CNNent: ""Here are the ALL-MALE nominees."" Natalie Portman presents the names for best director of a motion picture. #GoldenGlobes https…",0.6369,0.181,0.819,0.0,27
426,CNN,Mon Jan 08 03:30:18 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/albDIuSESC,0.2732,0.104,0.896,0.0,28
427,CNN,Mon Jan 08 03:30:11 +0000 2018,"RT @CNNent: .@Big_Little_Lies wins Best Limited Series or TV Movie. #GoldenGlobes
https://t.co/hEOWDlTJPh https://t.co/dn7mjoReHH",0.7906,0.399,0.505,0.096,29
428,CNN,Mon Jan 08 03:27:22 +0000 2018,RT @CNNent: Oprah Winfrey electrifies the #GoldenGlobes while accepting a lifetime achievement award. https://t.co/bz86uJApg0 https://t.co/…,0.7269,0.337,0.663,0.0,30
429,CNN,Mon Jan 08 03:23:28 +0000 2018,RT @CNNent: True story. Reese Witherspoon introduces Oprah Winfrey for the Cecil B. DeMille lifetime achievement award at the #GoldenGlobes…,0.743,0.259,0.741,0.0,31
430,CNN,Mon Jan 08 03:21:36 +0000 2018,"RT @CNNent: Guillermo del Toro wins Best Director - Motion Picture for @shapeofwater #GoldenGlobes @RealGDT
https://t.co/FiVRxe2sgc https:/…",0.836,0.361,0.639,0.0,32
431,CNN,Mon Jan 08 03:13:23 +0000 2018,Aziz Ansari wins Best Performance by an Actor in a Television Series - Musical or Comedy for Master of None… https://t.co/B2OQAt6060,0.886,0.394,0.606,0.0,33
432,CNN,Mon Jan 08 03:04:46 +0000 2018,RT @CNNent: The Marvelous Mrs. Maisel wins Best Television Series - Musical or Comedy. #GoldenGlobes @MaiselTV https://t.co/HhzYKeNKuG http…,0.936,0.524,0.476,0.0,34
433,CNN,Mon Jan 08 03:04:35 +0000 2018,"RT @CNNent: .@AzizAnsari wins Best Performance by an Actor in a Television Series - Musical or Comedy for @MasterofNone #GoldenGlobes
https…",0.886,0.394,0.606,0.0,35
434,CNN,Mon Jan 08 03:01:17 +0000 2018,This Juilliard musician spends weekend afternoons playing the New York subway. Here's why. https://t.co/DlnOXRTvBN https://t.co/BUGECW7PCr,0.2023,0.114,0.886,0.0,36
435,CNN,Mon Jan 08 02:51:53 +0000 2018,RT @CNNent: Ewan McGregor wins Best Performance by an Actor in a Limited Series or TV Movie for @FargoFX #GoldenGlobes  https://t.co/hZDocj…,0.7906,0.295,0.634,0.071,37
436,CNN,Mon Jan 08 02:46:55 +0000 2018,RT @CNNent: .@InTheFadeFilm wins Best Motion Picture - Foreign Language. #GoldenGlobes https://t.co/VQGy43zJR5 https://t.co/2XLEEc8E3V,0.836,0.441,0.559,0.0,38
437,CNN,Mon Jan 08 02:46:39 +0000 2018,The red carpet has an unexpected history going far beyond hosting the #GoldenGlobes . Here's why… https://t.co/XqFlWba2lK,0.0,0.0,1.0,0.0,39
438,CNN,Mon Jan 08 02:38:46 +0000 2018,"Did your favorite win at the #GoldenGlobes? 

• The winners list: https://t.co/SJPglAR8IZ
• Live updates:… https://t.co/6H0yUlQxN0",0.872,0.474,0.526,0.0,40
439,CNN,Mon Jan 08 02:38:13 +0000 2018,RT @CNNent: Martin McDonagh wins Best Screenplay - Motion Picture for @3Billboards #GoldenGlobes https://t.co/mXhPdGTXS8 https://t.co/joIYP…,0.836,0.397,0.603,0.0,41
440,CNN,Mon Jan 08 02:31:27 +0000 2018,"RT @CNNent: .@AllisonBJanney wins Best Performance by an Actress in a Supporting Role in a Motion Picture for @ITonyaMovie #GoldenGlobes
ht…",0.8957,0.403,0.597,0.0,42
441,CNN,Mon Jan 08 02:30:19 +0000 2018,"World's longest glass bridge opens in Hebei, China https://t.co/909lraeHtn (via @CNNTravel) https://t.co/DL1QPStunA",0.0,0.0,1.0,0.0,43
442,CNN,Mon Jan 08 02:26:46 +0000 2018,RT @CNNent: #PixarCoco wins Best Motion Picture - Animated. #GoldenGlobes https://t.co/0zPEfgLAnB https://t.co/BmuIhwcX9G,0.836,0.467,0.533,0.0,44
443,CNN,Mon Jan 08 02:25:52 +0000 2018,Sterling K. Brown makes #GoldenGlobes history as the first black actor to win for his leading performance in a TV d… https://t.co/QI1CunVlvl,0.5859,0.16,0.84,0.0,45
444,CNN,Mon Jan 08 02:20:30 +0000 2018,"RT @CNNent: .@LauraDern wins Best Performance by an Actress in a Supporting Role in a Series, Limited Series or TV Movie for @Big_Little_Li…",0.872,0.364,0.572,0.064,46
445,CNN,Mon Jan 08 02:19:48 +0000 2018,RT @CNNent: Sterling K. Brown makes #GoldenGlobes history as the first black actor to win for his leading performance in a TV drama. https:…,0.5859,0.147,0.853,0.0,47
446,CNN,Mon Jan 08 02:16:26 +0000 2018,"Oprah Winfrey may have squashed speculation of a potential presidential bid in 2020, but #GoldenGlobes host Seth Me… https://t.co/OXio4qeCQE",0.0,0.0,1.0,0.0,48
447,CNN,Mon Jan 08 02:10:59 +0000 2018,"RT @CNNent: James Franco wins Best Performance by an Actor in a Motion Picture - Musical or Comedy for @DisasterArtist #GoldenGlobes
https:…",0.886,0.38,0.62,0.0,49
448,CNN,Mon Jan 08 02:05:51 +0000 2018,Hollywood didn't just show up at the #GoldenGlobes intent on making a statement about women -- it also honored them. https://t.co/Xxb15ekJoc,0.5859,0.167,0.833,0.0,50
449,CNN,Mon Jan 08 02:03:28 +0000 2018,"RT @CNNent: ""This Is Me"" wins Best Original Song - Motion Picture for @GreatestShowman #GoldenGlobes
https://t.co/PRHEeV5dRV https://t.co/f…",0.8807,0.44,0.56,0.0,51
450,CNN,Mon Jan 08 02:00:19 +0000 2018,"Sorry, cat lovers, there's scientific proof that dogs are smarter https://t.co/9ADu2XYnwu https://t.co/N2MtNJAE9h",0.7269,0.383,0.539,0.078,52
451,CNN,Mon Jan 08 01:59:46 +0000 2018,"RT @CNNent: Alexandre Desplat wins Best Original Score - Motion Picture for @shapeofwater #GoldenGlobes
https://t.co/gCHqdBeTTE https://t.c…",0.8807,0.459,0.541,0.0,53
452,CNN,Mon Jan 08 01:57:54 +0000 2018,"RT @CNNent: Alexander Skarsgård wins Best Performance by an Actor in a Supporting Role in a Series, Limited Series or TV Movie for @Big_Lit…",0.872,0.352,0.586,0.062,54
453,CNN,Mon Jan 08 01:56:55 +0000 2018,Find out the winners from tonight's #GoldenGlobes as they are announced here: https://t.co/HTybCsUOAw https://t.co/KihLWS28Fg,0.4767,0.193,0.807,0.0,55
454,CNN,Mon Jan 08 01:48:04 +0000 2018,"RT @CNNent: #HandmaidsTale wins Best Television Series - Drama. #GoldenGlobes @HandmaidsonHulu
https://t.co/LuhYHym490 https://t.co/2A3tWR9…",0.836,0.441,0.559,0.0,56
455,CNN,Mon Jan 08 01:46:19 +0000 2018,RT @CNNent: Sterling K. Brown wins Best Performance by an Actor in a Television Series - Drama for #ThisisUs #GoldenGlobes @SterlingKBrown…,0.836,0.317,0.683,0.0,57
456,CNN,Mon Jan 08 01:44:16 +0000 2018,"RT @CNNent: Corrected: Rachel Brosnahan wins Best Performance by an Actress in a TV comedy series for #MrsMaisel. #GoldenGlobes
https://t.c…",0.886,0.394,0.606,0.0,58
457,CNN,Mon Jan 08 01:39:00 +0000 2018,A group of A-list actresses brought activists for gender and racial justice to the #GoldenGlobes red carpet https://t.co/klq1SSpFXA,0.5267,0.175,0.825,0.0,59
458,CNN,Mon Jan 08 01:34:19 +0000 2018,RT @CNNent: Elisabeth Moss wins Best Performance by an Actress in a Television Series - Drama for #HandmaidsTale #GoldenGlobes https://t.co…,0.836,0.331,0.669,0.0,60
459,CNN,Mon Jan 08 01:32:05 +0000 2018,RT @CNNent: Rachel Brosnahan @RachelBros wins Best Performance by an Actress in a Motion Picture - Musical or Comedy for #MrsMaisel. #Golde…,0.886,0.38,0.62,0.0,61
460,CNN,Mon Jan 08 01:30:38 +0000 2018,Keep track of all the winners from tonight's Golden Globe Awards here: https://t.co/uTVDvLjqIK https://t.co/LkuMA1OaVo,0.7269,0.337,0.663,0.0,62
461,CNN,Mon Jan 08 01:30:08 +0000 2018,"ABC is staging ""Scandal"" and ""How to Get Away with Murder"" crossover episodes https://t.co/6FGHLtIpGN https://t.co/EAyaPFUUxI",-0.6908,0.0,0.749,0.251,63
462,CNN,Mon Jan 08 01:21:41 +0000 2018,"RT @CNNent: Sam Rockwell wins Best Performance by an Actor in a Supporting Role in a Motion Picture for @3Billboards. #GoldenGlobes
https:/…",0.8957,0.388,0.612,0.0,64
463,CNN,Mon Jan 08 01:21:27 +0000 2018,"RT @CNNent: Nicole Kidman wins Best Performance by an Actress in a Limited Series or TV Movie for @Big_Little_Lies #GoldenGlobes
https://t.…",0.7906,0.295,0.634,0.071,65
464,CNN,Mon Jan 08 01:10:34 +0000 2018,The dresses are black. The pins say #TimesUp. Sunday's Golden Globes are the first awards show since the Harvey Wei… https://t.co/J0wC5DlqUf,0.4588,0.13,0.87,0.0,66
465,CNN,Mon Jan 08 01:00:18 +0000 2018,Children's Health Insurance Program (CHIP) funding could run out as soon as this month in some states… https://t.co/Ce2OpVmHo1,0.0,0.0,1.0,0.0,67
466,CNN,Mon Jan 08 00:50:49 +0000 2018,"All eyes will be on Hollywood on Sunday night for the 75th Annual Golden Globe Awards, and not just for stargazing https://t.co/AfQc8xXNWX",0.4588,0.125,0.875,0.0,68
467,CNN,Mon Jan 08 00:31:59 +0000 2018,"""We've got a crazy leading the North Korea and we've got a crazy in the White House."" Democratic Rep. John Garamend… https://t.co/sJHTmdn94r",-0.5859,0.0,0.789,0.211,69
468,CNN,Mon Jan 08 00:30:56 +0000 2018,"Seth Meyers will host the 75th Annual Golden Globe Awards, where roughly 90 members of the Hollywood Foreign Press… https://t.co/K7nhL8VbXP",0.4588,0.136,0.864,0.0,70
469,CNN,Mon Jan 08 00:00:27 +0000 2018,Pope Francis is having cards printed and distributed showing a 1945 photo of victims of the nuclear bombing of Naga… https://t.co/Qv5IG3bfHa,-0.3182,0.0,0.892,0.108,71
470,CNN,Sun Jan 07 23:30:17 +0000 2018,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut. All 21,00… https://t.co/zZqJOSRMp1",0.5267,0.215,0.703,0.082,72
471,CNN,Sun Jan 07 23:00:20 +0000 2018,"How good the market under President Trump really is, in one chart https://t.co/LbKyzKttJK https://t.co/v4FRDFTsnm",0.4404,0.182,0.818,0.0,73
472,CNN,Sun Jan 07 22:45:08 +0000 2018,President Trump's first-year jobs record was strong. Just not as strong as Obama's last year.… https://t.co/TVAODRSUN9,0.765,0.32,0.68,0.0,74
473,CNN,Sun Jan 07 22:30:06 +0000 2018,"The Trump administration has revealed its master plan for securing the border — and it's going to cost $33 billion,… https://t.co/NQBatUrJcM",0.3182,0.108,0.892,0.0,75
474,CNN,Sun Jan 07 22:15:08 +0000 2018,"The skeletons of two ancient infants, who lived and died in Alaska 11,500 years ago, are helping tell the story of… https://t.co/h44WrSRDmc",-0.34,0.085,0.775,0.14,76
475,CNN,Sun Jan 07 22:00:21 +0000 2018,"""We're in a real constitutional crisis."" Investigative reporter Carl Bernstein says the task of reporting on Presid… https://t.co/zoyWnqMcHs",0.0,0.0,1.0,0.0,77
476,CNN,Sun Jan 07 21:45:07 +0000 2018,"World's longest glass bridge opens in Hebei, China https://t.co/qlgLreGWd7 (via @CNNTravel) https://t.co/OFhnsCXGVO",0.0,0.0,1.0,0.0,78
477,CNN,Sun Jan 07 21:30:06 +0000 2018,"""I think that he (President Trump) always has to keep (North Korean leader) Kim (Jong Un) on his toes."" - US ambass… https://t.co/46WNth7M6i",0.0,0.0,1.0,0.0,79
478,CNN,Sun Jan 07 21:15:07 +0000 2018,The 24 most grotesque lines from Jake Tapper's interview of White House senior adviser Stephen Miller… https://t.co/ZLfTHW5TpW,0.0,0.0,1.0,0.0,80
479,CNN,Sun Jan 07 21:00:09 +0000 2018,Women share #WhyWeWearBlack ahead of Golden Globes https://t.co/iW0GJiOcdW https://t.co/rRtZ5TQnb5,0.296,0.216,0.784,0.0,81
480,CNN,Sun Jan 07 20:45:04 +0000 2018,Secretary of State Rex Tillerson's new line: President Trump is right on everything https://t.co/0Fjo7jSt6r (via @CNNOpinion),0.0,0.0,1.0,0.0,82
481,CNN,Sun Jan 07 20:30:09 +0000 2018,CIA director defends President Trump's mental abilities https://t.co/M8fQoFNtj9 https://t.co/cDtkvoQA0T,0.25,0.2,0.8,0.0,83
482,CNN,Sun Jan 07 20:15:10 +0000 2018,Water leak floods crowded JFK Airport baggage claim https://t.co/lyAB2vXjz4 https://t.co/ZzjBrTMoK5,-0.34,0.0,0.789,0.211,84
483,CNN,Sun Jan 07 20:00:09 +0000 2018,"""Fire and Fury"" author Michael Wolff says the 25th Amendment — which addresses the transition of powers if a presid… https://t.co/9DJWpEtppT",-0.7269,0.0,0.736,0.264,85
484,CNN,Sun Jan 07 19:45:09 +0000 2018,"Here is former White House chief strategist Steve Bannon's full statement on comments attributed to him in ""Fire an… https://t.co/WFgbuLgpEn",-0.34,0.0,0.888,0.112,86
485,CNN,Sun Jan 07 19:30:56 +0000 2018,"Two commercial planes collide on the ground in Toronto, sparking a small fire and prompting the evacuation of dozen… https://t.co/tozpXKwIAc",-0.4019,0.0,0.821,0.179,87
486,CNN,Sun Jan 07 19:15:07 +0000 2018,"""It doesn't take a genius"" to see President Trump is ""badgering"" the Clinton Foundation investigation, says House I… https://t.co/F9OE3IXOHN",0.0,0.0,1.0,0.0,88
487,CNN,Sun Jan 07 19:00:19 +0000 2018,New Homeland Security Secretary Kirstjen Nielsen secretary faces her first immigration litmus test… https://t.co/4IIbzqGJLr,0.34,0.156,0.844,0.0,89
488,CNN,Sun Jan 07 18:45:14 +0000 2018,Saudi Arabia arrests 11 princes protesting cuts to perks https://t.co/i1txXespuD https://t.co/Jjb7O0O5qM,-0.7845,0.0,0.503,0.497,90
489,CNN,Sun Jan 07 18:30:21 +0000 2018,Here's a look at the week in politics https://t.co/2IBAcXbiud https://t.co/i1JPHnAXLU,0.0,0.0,1.0,0.0,91
490,CNN,Sun Jan 07 18:15:07 +0000 2018,"This ministry has the ""intractable"" task of reuniting North and South Korea https://t.co/aE2YJdwCkt https://t.co/LnDFXx2FCa",0.0,0.0,1.0,0.0,92
491,CNN,Sun Jan 07 18:00:14 +0000 2018,US adds platform for stealth jets to Pacific https://t.co/zzJdaXDY3F https://t.co/q9CBqsReTY,-0.0772,0.0,0.874,0.126,93
492,CNN,Sun Jan 07 18:00:03 +0000 2018,Former White House chief strategist Steve Bannon says he regrets not responding sooner to comments attributed to hi… https://t.co/XbfGSjwv7I,-0.3612,0.0,0.878,0.122,94
493,CNN,Sun Jan 07 17:45:15 +0000 2018,What you need to know about hackers who might try to exploit Spectre and Meltdown bugs https://t.co/mrnKPG2Oaz https://t.co/SMQkrNHn2h,-0.1027,0.0,0.924,0.076,95
494,CNN,Sun Jan 07 17:30:06 +0000 2018,"Actor Jerry Van Dyke, brother of Dick, dies at age 86 https://t.co/E0FabaOazB https://t.co/xbrFGdWlQd",-0.7096,0.0,0.651,0.349,96
495,CNN,Sun Jan 07 17:15:02 +0000 2018,The new tax law is expected to spark a $450 billion buyout bonanza for Wall Street https://t.co/jIgosqHNQF https://t.co/tTyCFgxQea,0.2263,0.106,0.894,0.0,97
496,CNN,Sun Jan 07 17:00:13 +0000 2018,"Sydney, Australia, swelters with near-record high temperature https://t.co/bbP4JamsYN https://t.co/U5cAGGTFmt",0.0,0.0,1.0,0.0,98
497,CNN,Sun Jan 07 16:51:20 +0000 2018,"""There's only one viewer you care about,"" CNN's Jake Tapper tells Trump aide Stephen Miller during fiery interview… https://t.co/QiQFwegF5P",0.2023,0.142,0.752,0.106,99
498,CNN,Sun Jan 07 16:30:17 +0000 2018,"Attorney General Jeff Sessions' marijuana move will backfire, writes Michael Chernis for @CNNOpinion… https://t.co/6ZDLmjl4nD",0.0,0.0,1.0,0.0,100
